1,蝶リボンの髪飾り(赤),ヘッドアクセ,3,A,,,A,,A,,S,,S,
2,蝶リボンの髪飾り(ピンク),ヘッドアクセ,3,A,,,A,,S,,S,,S,
3,蝶リボンの髪飾り(黄),ヘッドアクセ,3,A,,,S,,A,,A,,A,
4,花カチューシャ(青),ヘッドアクセ,3,,S,,A,,A,,S,,A,
5,花カチューシャ(ピンク),ヘッドアクセ,3,,A,,A,,A,,A,,A,
6,スカーフ(ピンク),ヘッドアクセ,2,,A,B,,,S,,A,,A,
7,スカーフ(青),ヘッドアクセ,2,,A,,B,,S,,S,,A,
8,スカーフ(黄),ヘッドアクセ,1,,B,,B,,S,,A,,A,
9,さくらんぼの秘密(ピンク),ヘッドアクセ,4,,A,,S,,A,,S,,S,
10,さくらんぼの秘密(黄),ヘッドアクセ,4,,S,,S,,A,,S,,S,
11,さくらんぼの秘密(紫),ヘッドアクセ,4,,A,,S,,S,,S,,S,
16,趣味帽,ヘッドアクセ,3,,A,,S,,S,A,,A,,中性風 UV対策
18,星のネックレス,ネックレス,3,,S,B,,,S,,A,,S,中性風
19,白ネコミミカチューシャ,ヘッドアクセ,4,S,,,S,,S,,A,,S,小動物
20,金ネコミミカチューシャ,ヘッドアクセ,4,A,,,S,,S,,A,,S,小動物
21,虎ネコミミカチューシャ,ヘッドアクセ,4,A,,,S,,S,,S,,S,小動物
28,星摘み(赤),ヘッドアクセ,5,S,,,A,,S,,S,,A,
29,星摘み(紺),ヘッドアクセ,5,S,,,A,,SS,,S,,A,
30,星摘み(青),ヘッドアクセ,5,S,,,S,,SS,,S,,S,
31,テディ王子(茶),ヘッドアクセ,5,S,,,S,,S,,S,,S,小動物
32,テディ王子(白),ヘッドアクセ,5,SS,,,S,,S,,S,,S,小動物
33,テディ王子(黒),ヘッドアクセ,5,S,,,S,,A,,S,,S,小動物
34,紅魔女のケープ,マフラー,3,B,,S,,S,,S,,A,,
35,シフォンショール,マフラー,1,,B,A,,A,,B,,,A,
36,薔薇の礼帽,ヘッドアクセ,5,SS,,S,,,SS,,SS,,B,ロリータ
37,薔薇のチェーン,腰飾り,3,S,,,A,,S,,B,,A,
38,薔薇のチョーカー,ネックレス,3,,A,,A,,S,,S,,A,ロリータ
40,ギアの礼帽,ヘッドアクセ,4,S,,S,,B,,,SS,,A,中世ヨーロッパ風
43,スチームパンクベルト,腰飾り,4,SS,,A,,,B,,B,,SS,英国風
45,花のフォーマル帽,ヘッドアクセ,5,SS,,S,,,A,,A,S,,UV対策 お嬢様
47,華鶯,ネックレス,3,S,,A,,,S,,B,,S,お嬢様
48,貴婦人の帽子,ヘッドアクセ,5,SS,,SS,,,A,B,,SS,,中世ヨーロッパ風
50,百合宝石,ヘッドアクセ,4,S,,SS,,,B,,B,,S,女神
51,羽影ケープ,マフラー,2,B,,S,,B,,,B,,A,女神
53,百合ベルト,腰飾り,5,SS,,SS,,,B,S,,,S,
54,百合霊石,ネックレス,4,S,,SS,,A,,B,,,SS,
56,ライムレモン,ヘッドアクセ,4,S,,,S,,S,,S,,A,
57,ヨーロッパ風礼帽(青),ヘッドアクセ,3,S,,S,,,A,,A,A,,
58,ヨーロッパ風礼帽(赤),ヘッドアクセ,3,S,,S,,,A,,A,B,,
59,ヨーロッパ風礼帽(ピンク),ヘッドアクセ,3,A,,S,,,S,,S,A,,
60,ニットストール(黄),マフラー,3,,A,B,,,A,,S,A,,
61,ニットストール(赤),マフラー,3,,A,,A,,S,,A,A,,
62,ニットストール(白),マフラー,3,,S,,B,,S,,S,A,,
63,ニットストール(青),マフラー,3,,A,,A,,S,,A,A,,
65,白ベルト,腰飾り,1,,A,A,,A,,B,,,B,
66,鶯のさえずり,ヘッドアクセ,4,,S,S,,,S,,A,,A,クラシックチャイナ
67,R-鶯のさえずり,ヘッドアクセ,5,S,,S,,,S,,S,,S,クラシックチャイナ
68,アフタヌーンティー(頭),ヘッドアクセ,3,,S,S,,,C,,B,S,,英国風
69,コージー,ヘッドアクセ,3,,S,S,,B,,,S,S,,英国風
70,晩秋の再会,マフラー,3,,S,S,,S,,,A,A,,英国風
72,ナースキャップ,ヘッドアクセ,3,,S,,A,,A,A,,,S,メディカル
75,カウガールイヤリング,耳飾り,3,,S,B,,A,,A,,,S,
76,R-カウガールイヤリング,耳飾り,4,,S,A,,S,,S,,,S,
77,カウボーイハット,ヘッドアクセ,3,,A,,A,,S,A,,,S,中性風
78,R-カウボーイハット,ヘッドアクセ,4,S,,,S,,B,S,,,S,中性風
79,カウボーイネッカチーフ,マフラー,3,,A,B,,,S,,S,A,,ワル
80,R-カウボーイネッカチーフ,マフラー,4,,B,,S,,S,,S,S,,ワル
81,メイド-ブリム,ヘッドアクセ,3,,A,A,,,S,A,,,S,メイド
82,スイーティメイド-ブリム,ヘッドアクセ,4,,A,S,,,S,A,,,A,メイド
83,メイドホワイトブリム,ヘッドアクセ,5,S,,S,,,S,S,,,S,メイド
